firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Karjalainen MK"	GCST90302062	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol to total lipids ratio in medium VLDL"	"very low density lipoprotein cholesterol measurement,free cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		25	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302062"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302063	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total lipids in medium VLDL"	"total lipids in medium VLDL"	-	"4435 East Asian,11340 South Asian,120241 European"		47	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302063"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302064	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Concentration of medium VLDL particles"	"very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		47	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302064"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302065	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids in medium VLDL"	"phospholipids in VLDL measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		48	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302065"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302066	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids to total lipids ratio in medium VLDL"	"very low density lipoprotein cholesterol measurement,phospholipids:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		30	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302066"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302067	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides in medium VLDL"	"triglycerides in medium VLDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		43	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302067"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302068	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides to total lipids ratio in medium VLDL"	"triglycerides:total lipids ratio,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		34	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302068"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302069	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phosphatidylcholine and other choline levels"	"choline measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		46	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302069"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302070	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phenylalanine levels"	"phenylalanine measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		13	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302070"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302071	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Polyunsaturated fatty acids"	"polyunsaturated fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302071"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302072	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of polyunsaturated fatty acids to total fatty acids"	"fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		24	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302072"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302074	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Remnant cholesterol (non-HDL, non-LDL -cholesterol)"	"remnant cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		57	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302074"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302075	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Serum total cholesterol levels"	"total cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302075"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302076	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Serum total triglyceride levels"	"triglyceride measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		51	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302076"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302077	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Saturated fatty acids"	"saturated fatty acids measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		38	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302077"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302103	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Sphingomyelins levels"	"sphingomyelin measurement"	-	"4435 East Asian,11340 South Asian,110896 European"		48	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302103"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,110,896 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302104	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol in small VLDL"	"total cholesterol in small VLDL"	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302104"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302105	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol to total lipids ratio in small VLDL"	"very low density lipoprotein cholesterol measurement,cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		35	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302105"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302106	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesterol esters in small VLDL"	"very low density lipoprotein cholesterol measurement,esterified cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		48	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302106"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302107	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesteryl esters to total lipids ratio in small VLDL"	"very low density lipoprotein cholesterol measurement,cholesteryl esters:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		33	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302107"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302108	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol in small VLDL"	"free cholesterol in small VLDL measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302108"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302109	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol to total lipids ratio in small VLDL"	"very low density lipoprotein cholesterol measurement,free cholesterol:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		22	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302109"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302110	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total lipids in small VLDL"	"total lipids in small VLDL"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302110"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302111	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Concentration of small VLDL particles"	"very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302111"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302112	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids in small VLDL"	"phospholipids in VLDL measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		56	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302112"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302113	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Phospholipids to total lipids ratio in small VLDL"	"very low density lipoprotein cholesterol measurement,phospholipids:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		32	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302113"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302114	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides in small VLDL"	"triglycerides in small VLDL measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		52	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302114"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302115	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglycerides to total lipids ratio in small VLDL"	"triglycerides:total lipids ratio,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		43	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302115"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302116	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Ratio of triglycerides to phosphoglycerides"	"triglyceride measurement,phospholipid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		49	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302116"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302117	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholines levels"	"choline measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		44	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302117"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302118	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total fatty acids"	"fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		45	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302118"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302119	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total phosphoglycerides levels"	"phosphoglycerides measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		44	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302119"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302120	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Tyrosine levels"	"tyrosine measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		20	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302120"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302121	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Estimated degree of unsaturation"	"fatty acid measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		21	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302121"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302122	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Valine levels"	"valine measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		14	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302122"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302123	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol levels in VLDL"	"total cholesterol measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		52	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302123"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302124	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Mean diameter of VLDL particles"	"very low density lipoprotein particle size measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		40	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302124"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302125	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Triglyceride levels in VLDL"	"triglyceride measurement,very low density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		44	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302125"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302126	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol levels in very large HDL"	"total cholesterol measurement,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		55	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302126"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302127	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Total cholesterol to total lipids ratio in very large HDL"	"cholesterol:total lipids ratio,high density lipoprotein cholesterol measurement"	-	"4435 East Asian,11340 South Asian,120241 European"		33	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302127"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302153	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Cholesteryl esters to total lipids ratio in very small VLDL"	"very low density lipoprotein cholesterol measurement,cholesteryl esters:total lipids ratio"	-	"4435 East Asian,11340 South Asian,120241 European"		23	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302153"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
"Karjalainen MK"	GCST90302154	2024-03-06	Nature	"Genome-wide characterization of circulating metabolic biomarkers."	"Free cholesterol in very small VLDL"	"free cholesterol in very small VLDL measurement "	-	"4435 East Asian,11340 South Asian,120241 European"		49	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90302001-GCST90303000/GCST90302154"	no	yes	"Genome-wide genotyping array,Genome-wide sequencing"	38448586	"4,435 East Asian ancestry individuals,11,340 South Asian ancestry individuals,120,241 European ancestry individuals"	NA
